,Player,Age,Service Time,Contract,AAV,2020,2021,2022,2023,2024,2025,2026
0,Hyun Jin Ryu,33.5,7.000,480202023,20000000,20000000,20000000,20000000,20000000,FREE AGENT,,
1,Tanner Roark,34.0,6.055,224202021,12000000,12000000,12000000,FREE AGENT,,,,
2,Randal Grichuk,29.1,5.033,552201923,10400000,13000000,10333333,10333333,10333334,FREE AGENT,,
3,Robbie Ray,29.0,5.007,19432020,9430000,9430000,FREE AGENT,,,,,
4,Chase Anderson,32.9,5.146,320252018192021,8500000,8500000,9500000,,,,,
5,Jonathan Villar,29.4,5.113,1822020,8200000,8200000,FREE AGENT,,,,,
6,Shun Yamaguchi,33.2,0.000,2635202021,3175000,3175000,3175000,FREE AGENT,,,,
7,Lourdes Gurriel Jr.,27.0,1.094,722201723,3142857,2928571,3928571,4928571,5828571,FREE AGENT,,
8,Joe Panik,29.9,5.100,12852020,2850000,2850000,FREE AGENT,,,,,
9,Taijuan Walker,28.1,5.142,122020,2000000,2000000,FREE AGENT,,,,,
10,Rafael Dolis,32.7,1.101,1120202021,1000000,1000000,1500000,,,,,
