,Player,Age,Service Time,Contract,AAV,2022,2023,2024,2025,2026,2027,2028
0,Matt Olson,31.0,4.103,81682022292030,21000000,15000000,21000000,22000000,22000000,22000000,22000000,22000000
1,Charlie Morton,41.4,13.010,12020222402023242024,20000000,20000000,20000000,20000000,FREE AGENT,,,
2,Marcell Ozuna,34.4,8.124,5802021252025,16250000,16000000,18000000,18000000,16000000,FREE AGENT,,
3,Kenley Jansen,37.5,11.073,1162022,16000000,16000000,FREE AGENT,,,,,
4,Ronald Acuña Jr.,27.3,3.159,8100201926202728,12500000,15000000,17000000,17000000,17000000,17000000,17000000,17000000
5,Raisel Iglesias,35.2,6.154,458202225,10000000,10000000,16000000,16000000,16000000,FREE AGENT,,
6,Eddie Rosario,33.5,6.120,218202223,9000000,9000000,9000000,9000000,,,,
7,Travis d'Arnaud,36.1,8.044,216202223,8000000,8000000,8000000,,,,,
8,Ozzie Albies,28.2,4.062,735201925202627,5000000,5000000,7000000,7000000,7000000,7000000,7000000,
9,Robbie Grossman,35.5,7.060,210202122,5000000,5000000,FREE AGENT,,,,,
10,Collin McHugh,37.8,7.085,210202223,5000000,4000000,5000000,6000000,,,,
11,Jake Odorizzi,35.0,8.042,32952021232023,4625000,8000000,12500000,FREE AGENT,,,,
12,Kirby Yates,38.0,7.021,2825202223,4125000,1000000,6000000,5750000,,,,
13,Manny Piña,37.8,6.046,28202223,4000000,3500000,4500000,4000000,,,,
14,Austin Riley,28.0,2.138,13952022102122023322033,3950000,3950000,15000000,21000000,22000000,22000000,22000000,22000000
15,Orlando Arcia,30.6,4.112,232022232024,1500000,1600000,1300000,2000000,,,,
16,Ehire Adrianza,35.6,7.131,1152022,1500000,1500000,FREE AGENT,,,,,
17,Darren O'Day,42.4,13.103,112022,1000000,1000000,FREE AGENT,,,,,
18,Jesse Chavez,41.6,11.038,17502022,750000,750000,FREE AGENT,,,,,
19,Spencer Strider,26.4,0.003,171020226752023282029,710000,710000,1000000,1000000,4000000,20000000,22000000,22000000
20,Michael Harris II,24.1,,17002022872202330203132,700000,700000,5000000,5000000,8000000,8000000,9000000,10000000
