,Player,Age,Service Time,Contract,AAV,2021,2022,2023,2024,2025,2026,2027
0,Freddie Freeman,35.5,10.033,8135201421,16875000,22359375,FREE AGENT,,,,,
1,Marcell Ozuna,34.4,7.124,5802021252025,16250000,12000000,16000000,18000000,18000000,16000000,FREE AGENT,
2,Charlie Morton,41.4,12.010,11520211202022,15000000,15000000,20000000,FREE AGENT,,,,
3,Will Smith,35.7,7.155,340202022,13333333,13000000,13000000,13000000,,,,
4,Ronald Acuña Jr.,27.3,2.159,8100201926202728,12500000,5000000,15000000,17000000,17000000,17000000,17000000,17000000
5,Drew Smyly,35.8,8.143,1112021,11000000,11000000,FREE AGENT,,,,,
6,Travis d'Arnaud,36.1,7.044,216202021216202223,8000000,8000000,8000000,8000000,,,,
7,Eddie Rosario,33.5,5.120,182021,8000000,8000000,FREE AGENT,,,,,
8,Chris Martin,38.8,3.133,214202021,7000000,7000000,FREE AGENT,,,,,
9,Joc Pederson,32.9,6.028,172021,7000000,4500000,10000000,,,,,
10,Ozzie Albies,28.2,3.062,735201925202627,5000000,3000000,5000000,7000000,7000000,7000000,7000000,7000000
11,Adam Duvall,36.6,4.151,152021,5000000,2000000,7000000,,,,,
12,Stephen Vogt,40.4,7.064,26202021,3500000,3500000,FREE AGENT,,,,,
13,Ehire Adrianza,35.6,6.131,1152021,1500000,1500000,FREE AGENT,,,,,
14,Josh Tomlin,40.4,10.033,11252021,1250000,1000000,1250000,,,,,
15,Jesse Chavez,41.6,10.108,"1 yr, TBD (2021)",,TBD,FREE AGENT,,,,,
