,Player,Age,Service Time,Contract,AAV,2022,2023,2024,2025,2026,2027,2028
0,Max Scherzer,40.7,13.079,3130202224,43333333,43333333,43333333,43333334,FREE AGENT,,,
1,Francisco Lindor,31.4,6.113,10341202231,31900000,34100000,34100000,34100000,34100000,34100000,34100000,34100000
2,Jacob deGrom,36.8,7.139,4117201923,23900000,38500000,,,,,,
3,Starling Marte,36.5,8.162,478202225,19500000,15750000,20750000,20750000,20750000,FREE AGENT,,
4,Mark Canha,36.1,6.092,3362022242024,13250000,13000000,11500000,11500000,FREE AGENT,,,
5,Carlos Carrasco,38.0,10.147,5582019232023,11750000,12000000,14000000,FREE AGENT,,,,
6,James McCann,34.8,7.028,4406202124,10150000,8150000,12150000,12150000,FREE AGENT,,,
7,Eduardo Escobar,36.2,9.128,220202223,10000000,10000000,9500000,9000000,,,,
8,Taijuan Walker,32.6,7.142,3245202122,9000000,8000000,7500000,,,,,
9,Chris Bassitt,36.1,5.130,1882022,8800000,8650000,19000000,,,,,
10,Trevor May,35.5,7.012,2155202122,7750000,7750000,FREE AGENT,,,,,
11,Mychal Givens,34.9,6.069,152022,5000000,3500000,8000000,,,,,
12,Adam Ottavino,39.3,10.087,142022,4000000,4000000,FREE AGENT,,,,,
13,Darin Ruf,38.7,4.138,2625202223,3125000,3000000,3000000,3500000,,,,
14,Joely Rodríguez,33.4,2.096,1252022500,2500000,2500000,FREE AGENT,,,,,
15,John Curtiss,32.0,2.045,215452022232023,770000,770000,775000,FREE AGENT,,,,
