Ranking,Player,1999/00,1999/00(*)
1.,Shaquille O'Neal,17142858,32405880
2.,Kevin Garnett,16806300,31769670
3.,Alonzo Mourning,15004800,28364218
4.,Juwan Howard,15000000,28355144
4.,Patrick Ewing,15000000,28355144
6.,Scottie Pippen,14795642,27968837
7.,Hakeem Olajuwon,14302001,27035686
8.,Karl Malone,14000000,26464801
9.,Dikembe Mutombo,12820249,24234667
10.,Jayson Williams,12375000,23392994
11.,Rik Smits,12250000,23156701
12.,Larry Johnson,11910714,22515334
13.,David Robinson,11592683,21914146
14.,Gary Payton,11020473,20832473
15.,John Stockton,11000000,20793772
15.,Chris Webber,11000000,20793772
17.,Rasheed Wallace,10800000,20415703
18.,Shawn Kemp,10780000,20377897
19.,Damon Stoudamire,10125000,19139722
20.,Rod Strickland,10000000,18903429
20.,Mitch Richmond,10000000,18903429
22.,Antonio McDyess,9900000,18714395
23.,Arvydas Sabonis,9818481,18560296
24.,Reggie Miller,9031850,17073294
25.,Anfernee Hardaway,9000000,17013086
25.,Allen Iverson,9000000,17013086
25.,Vin Baker,9000000,17013086
25.,Latrell Sprewell,9000000,17013086
25.,Ray Allen,9000000,17013086
25.,Shareef Abdur-Rahim,9000000,17013086
25.,Kobe Bryant,9000000,17013086
25.,Charles Barkley,9000000,17013086
25.,Zydrunas Ilgauskas,9000000,17013086
25.,Stephon Marbury,9000000,17013086
25.,Antoine Walker,9000000,17013086
36.,Vlade Divac,8837774,16706423
37.,Bryant Reeves,8666666,16382971
38.,Tom Gugliotta,8558535,16178566
39.,Nick Van Exel,8354614,15793085
40.,Allan Houston,8000000,15122743
41.,Elden Campbell,7975000,15075485
42.,Brian Grant,7680862,14519463
43.,Shawn Bradley,7560000,14290992
44.,Terrell Brandon,7400000,13988537
45.,Derrick Coleman,7370000,13931827
46.,Glenn Robinson,7250000,13704986
47.,Steve Smith,7200000,13610469
47.,Michael Finley,7200000,13610469
49.,Kerry Kittles,7166666,13547456
50.,Chris Dudley,7100000,13421435
51.,Theo Ratliff,7031250,13291473
52.,Glen Rice,7000000,13232400
53.,Grant Hill,6939000,13117089
54.,Matt Geiger,6889520,13023555
55.,Jason Kidd,6858335,12964605
56.,Danny Manning,6833333,12917342
57.,Kenny Anderson,6680000,12627490
58.,Tyrone Hill,6422400,12140538
59.,Clifford Robinson,6125000,11578350
60.,Christian Laettner,6062500,11460204
61.,Horace Grant,5952381,11252041
62.,Bison Dele,5770000,10907278
63.,Jamal Mashburn,5600000,10585920
63.,Kendall Gill,5600000,10585920
65.,Steve Nash,5500000,10396886
66.,Sean Elliott,5433333,10270862
67.,Isaiah Rider,5410000,10226755
68.,Alan Henderson,5318437,10053669
69.,Will Perdue,5300000,10018817
70.,Bryant Stith,5290000,9999914
71.,Marcus Camby,5250000,9924300
71.,Donyell Marshall,5250000,9924300
73.,Charles Oakley,5236000,9897835
74.,Jeff Hornacek,5200000,9829783
74.,Greg Ostertag,5200000,9829783
76.,Luc Longley,5175000,9782524
77.,PJ Brown,5124800,9687629
78.,Jermaine O'Neal,5075000,9593490
79.,Nick Anderson,5051906,9549834
80.,Erick Dampier,4988000,9429030
81.,Wesley Person,4900000,9262680
82.,Chris Gatling,4875200,9215800
83.,Anthony Mason,4860100,9187255
84.,Isaac Austin,4819451,9110415
85.,Tim Hardaway,4800000,9073646
85.,Robert Horry,4800000,9073646
85.,Derrick McKey,4800000,9073646
85.,Jim McIlvaine,4800000,9073646
89.,Jerry Stackhouse,4781250,9038202
90.,Charlie Ward,4540000,8582157
91.,Toni Kukoc,4500000,8506543
92.,Dale Davis,4490000,8487639
93.,Lorenzen Wright,4400000,8317509
94.,Antonio Davis,4200000,7939440
94.,Mookie Blaylock,4200000,7939440
94.,Chris Mills,4200000,7939440
97.,Loy Vaught,4180000,7901633
98.,Hersey Hawkins,4164100,7871577
99.,Chris Childs,4160000,7863826
100.,Darrell Armstrong,4125000,7797664
101.,Chris Mullin,4079100,7710897
102.,Bobby Phills,4060000,7674792
103.,Robert Pack,4050000,7655888
104.,Armen Gilliam,4019200,7597666
105.,Bryon Russell,4000000,7561371
105.,Dee Brown,4000000,7561371
105.,Mark Jackson,4000000,7561371
105.,Danny Ferry,4000000,7561371
105.,John Starks,4000000,7561371
110.,Brent Barry,3960000,7485758
110.,Stacey Augmon,3960000,7485757
112.,Jason Caffey,3937500,7443225
113.,Tim Duncan,3858240,7293396
114.,Vitaly Potapenko,3810000,7202206
115.,Bob Sura,3760000,7107689
116.,Scott Williams,3750000,7088786
116.,Walt Williams,3750000,7088786
118.,Michael Smith,3660000,6918654
119.,Dan Majerle,3600000,6805234
120.,Corliss Williamson,3560000,6729620
121.,Sam Cassell,3500000,6616200
121.,Cedric Ceballos,3500000,6616200
121.,Dana Barros,3500000,6616200
124.,Michael Olowokandi,3456240,6533478
125.,Keith Van Horn,3451920,6525312
126.,Elton Brand,3375960,6381722
127.,Eric Williams,3336000,6306184
128.,Voshon Lenard,3308516,6254229
129.,Doug West,3295000,6228680
130.,Travis Best,3250000,6143614
