,Player,Age,Service Time,Contract,AAV,2025,2026,2027,2028,2029,2030,2031
0,Jacob deGrom,36.8,10.139,5185202327202837,37000000,40000000,38000000,37000000,20000000,,,
1,Corey Seager,30.9,9.032,10325202231,32500000,32500000,31500000,31500000,31500000,31500000,31500000,31500000
2,Marcus Semien,34.5,10.118,7175202228,25000000,26000000,26000000,26000000,20000000,FREE AGENT,,
3,Nathan Eovaldi,35.1,13.013,375202527,25000000,22000000,29000000,24000000,FREE AGENT,,,
4,Joc Pederson,32.9,10.028,2372025202620272027,18500000,18500000,18500000,18500000,,,,
5,Jon Gray,33.4,9.062,456202225,14000000,13000000,FREE AGENT,,,,,
6,Tyler Mahle,30.5,7.018,222202425,11000000,16500000,FREE AGENT,,,,,
7,Adolis García,32.1,4.095,214202425,7000000,9250000,ARB 3,FREE AGENT,,,,
8,Kyle Higashioka,34.9,6.005,21352025262027,6750000,5750000,6750000,7000000,,,,
9,Chris Martin,38.8,7.133,1552025,5500000,5500000,FREE AGENT,,,,,
10,Hoby Milner,34.2,5.068,1252025,2500000,2500000,FREE AGENT,,,,,
11,Luke Jackson,33.6,8.019,1152025,1500000,1500000,FREE AGENT,,,,,
12,Shawn Armstrong,34.5,6.113,11252025,1250000,1250000,FREE AGENT,,,,,
13,Patrick Corbin,35.7,12.105,1112025,1100000,1100000,FREE AGENT,,,,,
14,Kevin Pillar,36.2,10.072,112025,1000000,1000000,FREE AGENT,,,,,
