,Player,Age,Service Time,Contract,AAV,2020,2021,2022,2023,2024,2025,2026
0,Shin-Soo Choo,38.2,12.119,7130201420,18571429,21000000,FREE AGENT,,,,,
1,Corey Kluber,34.5,7.074,6602015202021,18500000,18500000,18000000,,,,,
2,Elvis Andrus,32.1,11.000,81202015222023,15000000,15250000,14250000,14250000,15000000,,,
3,Lance Lynn,33.4,8.119,330201921,10000000,11333333,9333334,FREE AGENT,,,,
4,Kyle Gibson,33.0,6.039,328202022,9333333,11000000,10000000,7000000,FREE AGENT,,,
5,Rougned Odor,26.7,5.121,64952017222023,8250000,9333333,12333333,12333333,13500000,,,
6,Jordan Lyles,30.0,8.002,216202021,8000000,8000000,8000000,FREE AGENT,,,,
7,Jesse Chavez,37.1,9.108,28201920,4000000,4000000,FREE AGENT,,,,,
8,José Leclerc,26.8,3.041,41475201922202324,3687500,2750000,4500000,5250000,6000000,6250000,,
9,Jeff Mathis,37.5,13.012,2625201920,3125000,3000000,FREE AGENT,,,,,
10,Joely Rodríguez,28.9,0.096,2552020212022,2750000,2500000,2500000,3000000,,,,
11,Edinson Volquez,37.3,11.059,16002020,600000,600000,FREE AGENT,,,,,
12,Andrew Romine,34.8,6.049,"1 yr, MiLB contract (2020)",,MiLB,FREE AGENT,,,,,
