,Player,Age,Service Time,Contract,AAV,2024,2025,2026,2027,2028,2029,2030
0,Max Scherzer,40.7,15.079,3130202224,43333333,43333334,FREE AGENT,,,,,
1,Jacob deGrom,36.8,9.139,5185202327202837,37000000,40000000,40000000,38000000,37000000,20000000,,
2,Corey Seager,30.9,8.032,10325202231,32500000,35000000,32500000,31500000,31500000,31500000,31500000,31500000
3,Marcus Semien,34.5,9.118,7175202228,25000000,26000000,26000000,26000000,26000000,20000000,FREE AGENT,
4,Nathan Eovaldi,35.1,12.013,354202324,17000000,17000000,20000000,,,,,
5,Jon Gray,33.4,8.062,456202225,14000000,13000000,13000000,FREE AGENT,,,,
6,Andrew Heaney,33.8,8.150,225202324,12500000,13000000,FREE AGENT,,,,,
7,Tyler Mahle,30.5,6.018,222202425,11000000,5500000,16500000,FREE AGENT,,,,
8,David Robertson,40.0,14.119,11152024,10533289,10000000,7000000,,,,,
9,Adolis García,32.1,3.095,214202425,7000000,4750000,9250000,ARB 3,FREE AGENT,,,
10,José Leclerc,31.3,7.041,62625201924,6250000,6250000,FREE AGENT,,,,,
11,Andrew Chafin,34.8,9.020,14752024,4750000,4250000,6500000,,,,,
12,Kirby Yates,38.0,9.021,1452024,4500000,4500000,FREE AGENT,,,,,
13,Carson Kelly,30.7,5.161,23672023242023,3500000,3500000,FREE AGENT,,,,,
14,José Ureña,33.5,7.045,11752024,1750000,1750000,FREE AGENT,,,,,
15,Travis Jankowski,33.8,6.153,1172024,1700000,1700000,FREE AGENT,,,,,
