,Player,Age,Service Time,Contract,AAV,2020,2021,2022,2023,2024,2025,2026
0,Johnny Cueto,34.6,12.000,61302016212022,21666667,22000000,22000000,22000000,,,,
1,Jeff Samardzija,35.7,10.028,590201620,18000000,19800000,FREE AGENT,,,,,
2,Brandon Belt,32.5,8.128,679201621,14560000,17000000,17000000,FREE AGENT,,,,
3,Brandon Crawford,33.7,8.094,675201621,12500000,15200000,15200000,FREE AGENT,,,,
4,Evan Longoria,35.0,11.170,1211952008222023,11165300,15166667,18666667,19666667,13000000,,,
5,Kevin Gausman,29.7,5.151,192020,9000000,9000000,FREE AGENT,,,,,
6,Drew Smyly,31.3,7.143,142020,4000000,4000000,FREE AGENT,,,,,
7,Wilmer Flores,29.2,6.003,26252020212022,3125000,3000000,3000000,3500000,,,,
8,Tony Watson,35.4,8.101,132020,3000000,3000000,FREE AGENT,,,,,
9,Tyler Anderson,30.8,4.065,117752020,1775000,1775000,ARB 3,FREE AGENT,,,,
10,Buster Posey,33.5,9.161,916720132120222020,,0,22178000,22000000,,,,
